,Unnamed: 0,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
4152,4152,801230,综合,2003/1/6 0:00:00,854.86,873.2,845.74,869.16,0.15,1.18,1.42,0.35,87.93,3.49,9.13,1.91,315.08,8.29,0.22
4151,4151,801230,综合,2003/1/7 0:00:00,867.99,882.98,857.93,865.78,0.16,1.27,-0.39,0.39,87.58,3.48,9.1,1.86,313.83,8.26,0.22
4150,4150,801230,综合,2003/1/8 0:00:00,865.03,896.22,858.69,891.02,0.23,1.96,2.91,0.55,90.18,3.58,9.35,2.23,323.15,8.5,0.21
4149,4149,801230,综合,2003/1/9 0:00:00,892.21,917.34,881.37,908.08,0.47,3.98,1.92,1.12,91.94,3.65,9.52,2.3,329.45,8.67,0.21
4148,4148,801230,综合,2003/1/10 0:00:00,905.86,922.0,889.41,897.97,0.41,3.33,-1.11,0.97,90.9,3.61,9.41,2.05,325.72,8.57,0.21
4147,4147,801230,综合,2003/1/13 0:00:00,895.42,915.83,887.33,906.79,0.28,2.22,0.98,0.67,91.81,3.64,9.48,2.39,328.97,8.66,0.21
4146,4146,801230,综合,2003/1/14 0:00:00,905.74,959.49,900.21,944.78,0.82,6.52,4.19,1.94,95.72,3.8,9.85,1.94,343.0,9.03,0.2
4145,4145,801230,综合,2003/1/15 0:00:00,948.25,973.9,927.96,943.39,0.76,6.49,-0.15,1.8,95.58,3.79,9.83,2.11,342.49,9.01,0.2
4144,4144,801230,综合,2003/1/16 0:00:00,941.67,971.55,934.82,967.15,0.73,6.68,2.52,1.73,98.03,3.89,10.08,2.98,351.26,9.24,0.2
4143,4143,801230,综合,2003/1/17 0:00:00,970.52,986.33,951.99,964.01,0.73,6.78,-0.32,1.74,97.7,3.88,10.06,3.41,350.1,9.21,0.2
4142,4142,801230,综合,2003/1/20 0:00:00,959.92,977.48,941.49,965.26,0.57,5.25,0.13,1.34,97.83,3.88,10.07,3.32,350.56,9.23,0.2
4141,4141,801230,综合,2003/1/21 0:00:00,967.33,982.89,938.19,944.74,0.53,4.78,-2.13,1.25,95.72,3.8,9.87,3.1,342.99,9.03,0.2
4140,4140,801230,综合,2003/1/22 0:00:00,937.69,956.18,929.62,948.28,0.38,3.43,0.37,0.89,96.08,3.81,9.92,2.71,344.29,9.06,0.2
4139,4139,801230,综合,2003/1/23 0:00:00,946.45,959.47,928.13,936.4,0.31,2.61,-1.25,0.73,94.86,3.77,9.79,2.15,339.91,8.94,0.2
4138,4138,801230,综合,2003/1/24 0:00:00,935.24,956.17,927.73,950.36,0.31,2.55,1.49,0.73,96.3,3.82,9.9,1.85,345.06,9.08,0.2
4137,4137,801230,综合,2003/1/27 0:00:00,950.71,967.87,944.95,959.8,0.29,2.43,0.99,0.7,97.27,3.86,9.98,1.64,348.55,9.17,0.2
4136,4136,801230,综合,2003/1/28 0:00:00,960.34,970.15,950.14,963.52,0.24,2.16,0.39,0.58,97.65,3.88,10.01,1.89,349.92,9.21,0.2
4135,4135,801230,综合,2003/1/29 0:00:00,963.38,973.7,956.07,962.32,0.29,2.51,-0.12,0.68,73.14,3.6,9.99,1.94,349.48,9.2,0.2
4134,4134,801230,综合,2003/2/10 0:00:00,960.9,970.26,940.8,951.76,0.2,1.78,-1.1,0.48,96.44,3.83,9.91,2.24,345.58,9.09,0.2
4133,4133,801230,综合,2003/2/11 0:00:00,948.86,966.07,943.56,962.77,0.22,1.82,1.16,0.52,97.58,3.87,10.01,2.48,349.64,9.2,0.2
4132,4132,801230,综合,2003/2/12 0:00:00,960.85,982.97,953.01,979.3,0.39,3.37,1.72,0.92,99.28,3.94,10.17,2.76,355.75,9.36,0.19
4131,4131,801230,综合,2003/2/13 0:00:00,980.34,993.21,966.89,974.8,0.42,3.94,-0.46,0.99,98.82,3.92,10.14,2.6,354.09,9.32,0.2
4130,4130,801230,综合,2003/2/14 0:00:00,971.57,986.7,965.96,978.39,0.29,2.52,0.37,0.7,99.19,3.94,10.16,2.24,355.41,9.35,0.19
4129,4129,801230,综合,2003/2/17 0:00:00,977.9,989.32,962.06,971.03,0.33,2.91,-0.75,0.77,98.43,3.91,10.1,2.36,352.69,9.28,0.2
4128,4128,801230,综合,2003/2/18 0:00:00,969.51,981.59,961.41,973.05,0.25,2.24,0.21,0.59,98.64,3.92,10.13,2.51,353.44,9.3,0.2
4127,4127,801230,综合,2003/2/19 0:00:00,973.84,989.11,965.14,985.91,0.25,2.25,1.32,0.6,99.96,3.97,10.22,2.25,358.19,9.43,0.19
4126,4126,801230,综合,2003/2/20 0:00:00,985.76,994.8,975.11,981.98,0.3,2.58,-0.4,0.7,99.56,3.95,10.18,2.39,356.74,9.39,0.19
4125,4125,801230,综合,2003/2/21 0:00:00,980.5,986.67,956.17,963.61,0.42,3.7,-1.87,0.99,97.66,3.88,10.0,2.95,349.95,9.21,0.2
4124,4124,801230,综合,2003/2/24 0:00:00,960.39,973.41,955.19,963.17,0.25,2.3,-0.05,0.59,97.62,3.87,10.01,2.63,349.79,9.2,0.2
4123,4123,801230,综合,2003/2/25 0:00:00,963.44,989.59,960.13,984.42,0.38,3.54,2.21,0.89,99.81,3.96,10.25,2.65,357.64,9.41,0.19
4122,4122,801230,综合,2003/2/26 0:00:00,983.01,991.08,971.66,980.45,0.22,2.25,-0.4,0.52,99.4,3.95,10.23,2.27,356.17,9.37,0.19
4121,4121,801230,综合,2003/2/27 0:00:00,979.8,993.57,971.31,979.66,0.26,2.55,-0.08,0.62,97.32,3.86,10.18,2.48,348.71,9.18,0.2
4120,4120,801230,综合,2003/2/28 0:00:00,978.06,984.6,965.28,974.51,0.2,1.9,-0.53,0.47,98.79,3.92,10.12,2.09,353.98,9.32,0.19
4119,4119,801230,综合,2003/3/3 0:00:00,972.0,983.75,961.85,978.64,0.28,2.42,0.42,0.65,99.21,3.94,10.16,2.02,355.5,9.36,0.19
4118,4118,801230,综合,2003/3/4 0:00:00,978.86,987.03,969.38,977.9,0.21,1.89,-0.08,0.49,99.14,3.94,10.18,1.71,355.23,9.35,0.19
4117,4117,801230,综合,2003/3/5 0:00:00,976.49,982.3,962.2,972.57,0.23,2.04,-0.55,0.54,98.59,3.91,10.12,2.02,353.26,9.3,0.19
4116,4116,801230,综合,2003/3/6 0:00:00,971.67,977.9,953.56,959.67,0.26,2.24,-1.33,0.61,97.26,3.86,9.97,2.0,348.5,9.17,0.2
4115,4115,801230,综合,2003/3/7 0:00:00,958.53,968.41,948.76,955.0,0.2,1.76,-0.49,0.46,96.78,3.84,9.91,1.88,346.77,9.13,0.2
4114,4114,801230,综合,2003/3/10 0:00:00,953.59,961.03,927.97,935.94,0.25,2.2,-2.0,0.59,94.81,3.76,9.76,2.22,339.73,8.94,0.2
4113,4113,801230,综合,2003/3/11 0:00:00,934.35,947.79,927.49,938.06,0.22,1.86,0.23,0.5,95.03,3.77,9.8,2.56,340.52,8.96,0.2
4112,4112,801230,综合,2003/3/12 0:00:00,936.56,944.53,924.75,938.68,0.14,1.23,0.07,0.33,95.09,3.77,9.82,1.62,340.75,8.97,0.2
4111,4111,801230,综合,2003/3/13 0:00:00,939.1,948.02,925.5,931.43,0.17,1.52,-0.77,0.39,94.35,3.75,9.76,2.03,338.07,8.9,0.2
4110,4110,801230,综合,2003/3/14 0:00:00,931.69,940.8,921.24,930.19,0.16,1.36,-0.13,0.37,94.22,3.74,9.76,1.83,337.61,8.88,0.2
4109,4109,801230,综合,2003/3/17 0:00:00,929.26,937.33,913.33,930.58,0.2,1.87,0.04,0.47,94.26,3.74,9.75,2.1,337.76,8.89,0.2
4108,4108,801230,综合,2003/3/18 0:00:00,929.48,944.06,919.02,923.35,0.23,1.96,-0.78,0.52,93.51,3.71,9.7,2.19,335.09,8.82,0.21
4107,4107,801230,综合,2003/3/19 0:00:00,922.52,933.43,909.01,922.07,0.22,1.83,-0.14,0.5,93.38,3.71,9.67,2.09,334.61,8.81,0.21
4106,4106,801230,综合,2003/3/20 0:00:00,921.6,935.37,909.98,920.02,0.33,2.68,-0.22,0.77,93.17,3.7,9.65,3.03,333.86,8.79,0.21
4105,4105,801230,综合,2003/3/21 0:00:00,917.97,934.29,912.5,929.33,0.22,1.99,1.01,0.52,94.13,3.74,9.72,2.52,337.3,8.88,0.2
4104,4104,801230,综合,2003/3/24 0:00:00,928.8,938.55,921.46,931.71,0.14,1.31,0.26,0.33,94.38,3.75,9.76,1.93,338.17,8.9,0.2
4103,4103,801230,综合,2003/3/25 0:00:00,929.88,937.31,914.06,921.22,0.2,1.7,-1.13,0.47,93.29,3.7,9.67,2.26,334.3,8.8,0.21
4102,4102,801230,综合,2003/3/26 0:00:00,918.64,926.41,906.12,914.59,0.22,1.77,-0.72,0.52,92.61,3.68,9.58,2.33,331.85,8.73,0.21
4101,4101,801230,综合,2003/3/27 0:00:00,913.02,944.62,901.86,936.7,0.36,2.78,2.42,0.84,94.89,3.77,9.8,1.75,340.01,8.95,0.2
4100,4100,801230,综合,2003/3/28 0:00:00,936.26,946.01,923.21,930.09,0.29,2.29,-0.71,0.67,94.21,3.74,9.73,1.39,337.58,8.88,0.2
4099,4099,801230,综合,2003/3/31 0:00:00,929.37,940.65,922.08,934.34,0.25,1.97,0.46,0.57,94.65,3.73,9.77,1.4,339.14,8.92,0.2
4098,4098,801230,综合,2003/4/1 0:00:00,934.93,956.99,928.21,949.3,0.43,3.54,1.6,1.01,96.19,3.79,9.9,2.02,344.67,9.07,0.2
4097,4097,801230,综合,2003/4/2 0:00:00,949.13,957.94,938.03,946.74,0.32,2.59,-0.27,0.73,95.93,3.78,9.89,2.09,343.72,9.05,0.2
4096,4096,801230,综合,2003/4/3 0:00:00,945.96,954.64,935.68,943.73,0.24,2.04,-0.32,0.55,95.61,3.77,9.88,1.77,342.61,9.02,0.2
4095,4095,801230,综合,2003/4/4 0:00:00,941.97,956.55,934.14,948.15,0.33,2.39,0.47,0.77,96.07,3.78,9.88,1.96,344.24,9.06,0.2
4094,4094,801230,综合,2003/4/7 0:00:00,948.62,961.0,931.53,943.2,0.43,3.08,-0.52,0.99,95.56,3.76,9.81,2.1,342.42,9.01,0.2
4093,4093,801230,综合,2003/4/8 0:00:00,941.3,951.85,927.24,936.18,0.36,2.74,-0.74,0.84,94.84,3.73,9.75,1.61,339.82,8.94,0.2
4092,4092,801230,综合,2003/4/9 0:00:00,931.19,950.02,913.95,939.59,0.48,3.64,0.36,1.11,95.19,3.75,9.74,1.4,341.08,8.98,0.2
4091,4091,801230,综合,2003/4/10 0:00:00,939.63,956.82,920.07,941.54,0.6,4.58,0.21,1.38,95.39,3.76,9.77,1.31,341.8,8.99,0.2
4090,4090,801230,综合,2003/4/11 0:00:00,942.91,958.36,928.72,948.48,0.52,4.13,0.74,1.21,96.1,3.78,9.81,1.26,344.36,9.06,0.2
4089,4089,801230,综合,2003/4/14 0:00:00,948.68,981.37,940.24,971.34,0.76,6.09,2.41,1.76,98.46,3.88,10.02,1.37,352.81,9.28,0.2
4088,4088,801230,综合,2003/4/15 0:00:00,973.63,991.91,958.33,978.66,0.68,5.69,0.75,1.58,99.21,3.91,10.13,1.41,355.51,9.36,0.19
4087,4087,801230,综合,2003/4/16 0:00:00,980.91,1004.2,955.11,969.74,0.93,7.39,-0.91,2.15,98.3,3.87,9.96,1.46,352.22,9.27,0.2
4086,4086,801230,综合,2003/4/17 0:00:00,967.68,996.57,952.81,981.54,0.89,7.02,1.22,2.06,99.51,3.92,10.02,2.04,356.57,9.38,0.19
4085,4085,801230,综合,2003/4/18 0:00:00,981.39,999.72,965.05,980.02,0.76,6.35,-0.16,1.77,99.35,3.91,10.02,2.13,356.01,9.37,0.19
4084,4084,801230,综合,2003/4/21 0:00:00,973.21,983.31,942.85,960.36,0.59,4.93,-2.01,1.36,97.33,3.83,9.87,1.88,348.75,9.18,0.2
4083,4083,801230,综合,2003/4/22 0:00:00,956.71,971.94,942.92,955.16,0.49,3.74,-0.54,1.14,96.79,3.81,9.82,2.37,346.83,9.13,0.2
4082,4082,801230,综合,2003/4/23 0:00:00,953.22,966.2,929.97,939.84,0.54,4.02,-1.6,1.24,95.21,3.75,9.69,1.92,341.17,8.98,0.2
4081,4081,801230,综合,2003/4/24 0:00:00,938.44,947.26,898.89,911.08,0.58,4.27,-3.06,1.34,92.25,3.63,9.44,1.72,330.56,8.7,0.21
4080,4080,801230,综合,2003/4/25 0:00:00,906.24,922.44,884.3,894.12,0.42,2.96,-1.86,0.98,90.5,3.56,9.25,1.84,324.29,8.53,0.21
4079,4079,801230,综合,2003/4/28 0:00:00,890.14,919.16,869.18,909.52,0.53,3.7,1.72,1.22,92.09,3.63,9.33,1.32,329.98,8.68,0.21
4078,4078,801230,综合,2003/4/29 0:00:00,909.45,924.37,884.28,901.13,0.56,4.16,-0.92,1.29,91.22,3.59,9.22,1.71,326.88,8.6,0.21
4077,4077,801230,综合,2003/4/30 0:00:00,902.12,918.88,878.74,894.42,0.51,3.72,-0.74,1.19,94.39,3.5,9.15,1.7,324.4,8.54,
4076,4076,801230,综合,2003/5/12 0:00:00,890.66,906.53,866.58,881.12,0.47,3.19,-1.49,1.1,100.58,3.51,8.96,1.65,319.49,8.41,0.21
4075,4075,801230,综合,2003/5/13 0:00:00,875.15,893.21,837.52,861.6,0.84,5.63,-2.21,1.94,98.31,3.43,8.66,2.1,312.29,8.22,0.22
4074,4074,801230,综合,2003/5/14 0:00:00,858.04,886.33,848.93,878.63,0.59,3.96,1.98,1.38,100.29,3.5,8.84,1.82,318.57,8.38,0.21
4073,4073,801230,综合,2003/5/15 0:00:00,875.59,912.31,862.2,898.16,0.65,4.55,2.22,1.5,102.56,3.58,9.06,1.57,325.78,8.57,0.21
4072,4072,801230,综合,2003/5/16 0:00:00,897.98,913.73,882.25,896.59,0.49,3.42,-0.17,1.13,102.38,3.57,9.02,1.55,325.21,8.56,0.21
4071,4071,801230,综合,2003/5/19 0:00:00,896.22,914.95,884.41,903.76,0.47,3.18,0.8,1.11,102.01,3.56,9.11,1.71,324.04,8.76,0.21
4070,4070,801230,综合,2003/5/20 0:00:00,901.81,908.95,882.39,893.88,0.48,3.16,-1.09,1.12,100.86,3.52,9.0,2.03,320.39,8.66,0.21
4069,4069,801230,综合,2003/5/21 0:00:00,890.85,907.62,883.72,894.67,0.39,2.75,0.09,0.91,100.95,3.52,9.01,2.09,320.68,8.67,0.21
4068,4068,801230,综合,2003/5/22 0:00:00,892.07,909.26,881.86,901.69,0.55,3.96,0.79,1.29,101.77,3.55,9.05,2.86,323.28,8.74,0.21
4067,4067,801230,综合,2003/5/23 0:00:00,903.16,924.01,893.03,911.57,0.84,6.3,1.1,1.97,102.92,3.59,9.12,2.5,326.93,8.84,0.2
4066,4066,801230,综合,2003/5/26 0:00:00,911.34,929.34,902.78,921.44,0.63,5.01,1.08,1.49,104.07,3.63,9.14,2.5,330.57,8.93,0.2
4065,4065,801230,综合,2003/5/27 0:00:00,921.21,938.39,909.99,928.99,0.63,4.92,0.82,1.47,104.94,3.66,9.22,2.59,333.36,9.01,0.2
4064,4064,801230,综合,2003/5/28 0:00:00,925.41,945.17,910.24,923.28,0.71,5.45,-0.61,1.68,104.28,3.64,9.23,2.73,331.25,8.95,0.2
4063,4063,801230,综合,2003/5/29 0:00:00,917.72,939.63,907.17,932.71,0.61,4.67,1.02,1.43,105.38,3.68,9.32,2.1,334.73,9.05,0.2
4062,4062,801230,综合,2003/5/30 0:00:00,934.62,952.9,921.67,938.05,0.64,5.17,0.57,1.5,106.0,3.7,9.42,2.24,336.7,9.1,0.2
4061,4061,801230,综合,2003/6/2 0:00:00,939.91,952.71,921.07,940.19,0.59,4.69,0.23,1.4,106.24,3.71,9.47,2.77,337.49,9.12,0.2
4060,4060,801230,综合,2003/6/3 0:00:00,938.02,953.46,922.74,934.1,0.43,3.57,-0.65,1.01,105.54,3.68,9.43,2.26,335.24,9.06,0.2
4059,4059,801230,综合,2003/6/4 0:00:00,929.59,943.42,910.35,928.62,0.57,4.6,-0.59,1.33,104.9,3.66,9.35,2.54,333.22,9.01,0.2
4058,4058,801230,综合,2003/6/5 0:00:00,926.62,938.62,910.99,919.88,0.49,4.1,-0.94,1.14,103.88,3.63,9.28,2.82,329.99,8.92,0.2
4057,4057,801230,综合,2003/6/6 0:00:00,915.95,926.37,897.28,904.26,0.5,4.19,-1.7,1.16,102.07,3.56,9.18,3.05,324.23,8.76,0.2
4056,4056,801230,综合,2003/6/9 0:00:00,896.62,910.73,884.81,893.87,0.4,3.31,-1.15,0.94,100.86,3.52,9.06,2.84,320.39,8.66,0.21
4055,4055,801230,综合,2003/6/10 0:00:00,891.49,909.55,884.33,898.75,0.29,2.28,0.55,0.68,101.43,3.54,9.09,2.55,322.19,8.71,0.2
4054,4054,801230,综合,2003/6/11 0:00:00,897.94,918.72,893.8,914.05,0.3,2.25,1.7,0.69,103.21,3.6,9.25,1.58,327.84,8.86,0.2
4053,4053,801230,综合,2003/6/12 0:00:00,913.36,925.2,900.2,911.74,0.28,2.24,-0.25,0.67,102.93,3.59,9.29,2.07,326.96,8.84,0.21
4052,4052,801230,综合,2003/6/13 0:00:00,908.59,925.48,900.87,915.0,0.4,3.09,0.36,0.93,103.31,3.61,9.31,2.57,328.17,8.87,0.21
4051,4051,801230,综合,2003/6/16 0:00:00,915.32,928.3,901.07,914.43,0.4,3.09,-0.06,0.94,103.24,3.6,9.28,2.97,327.95,8.86,0.2
4050,4050,801230,综合,2003/6/17 0:00:00,911.9,920.09,895.57,905.45,0.28,2.16,-0.98,0.65,102.19,3.57,9.23,2.24,324.62,8.77,0.21
4049,4049,801230,综合,2003/6/18 0:00:00,904.28,917.13,894.91,905.19,0.39,3.2,-0.03,0.93,102.16,3.57,9.21,3.04,324.52,8.77,0.21
4048,4048,801230,综合,2003/6/19 0:00:00,901.96,911.44,885.48,896.2,0.33,2.52,-0.99,0.77,101.12,3.53,9.15,2.1,321.2,8.68,0.21
4047,4047,801230,综合,2003/6/20 0:00:00,895.52,904.42,876.38,883.42,0.43,3.31,-1.43,1.02,99.63,3.48,9.09,3.75,316.49,8.55,0.21
4046,4046,801230,综合,2003/6/23 0:00:00,878.41,891.51,862.94,875.28,0.68,4.81,-0.92,1.6,98.69,3.45,9.01,5.18,313.48,8.47,0.21
4045,4045,801230,综合,2003/6/24 0:00:00,871.57,887.31,860.14,877.56,0.57,4.13,0.26,1.34,98.95,3.45,9.01,5.23,314.32,8.5,0.21
4044,4044,801230,综合,2003/6/25 0:00:00,874.91,887.86,863.91,874.28,0.41,3.0,-0.37,0.98,97.27,3.35,8.95,3.53,304.37,8.45,0.21
4043,4043,801230,综合,2003/6/26 0:00:00,872.18,889.95,857.11,880.17,0.54,4.06,0.67,1.25,97.4,3.35,8.74,3.4,318.11,8.6,0.21
4042,4042,801230,综合,2003/6/27 0:00:00,877.85,892.18,860.7,871.92,0.51,3.82,-0.94,1.18,96.99,3.34,8.64,3.96,316.78,8.56,0.21
4041,4041,801230,综合,2003/6/30 0:00:00,868.11,881.05,854.0,862.56,0.28,2.18,-1.07,0.64,95.92,3.28,8.56,3.04,313.28,8.47,0.21
4040,4040,801230,综合,2003/7/1 0:00:00,858.31,875.85,849.85,859.86,0.36,2.74,-0.31,0.84,95.61,3.27,8.53,3.23,312.26,8.44,0.21
4039,4039,801230,综合,2003/7/2 0:00:00,857.47,870.19,842.35,863.4,0.33,2.45,0.41,0.76,96.01,3.28,8.53,2.81,313.59,8.48,0.21
4038,4038,801230,综合,2003/7/3 0:00:00,861.67,872.75,853.03,865.52,0.27,1.99,0.24,0.62,96.26,3.29,8.53,2.29,314.38,8.5,0.21
4037,4037,801230,综合,2003/7/4 0:00:00,863.45,876.32,854.1,866.88,0.27,2.07,0.16,0.63,96.41,3.3,8.57,2.5,314.89,8.51,0.21
4036,4036,801230,综合,2003/7/7 0:00:00,861.88,872.25,848.14,862.27,0.29,2.4,-0.53,0.68,95.89,3.28,8.53,3.01,313.17,8.46,0.21
4035,4035,801230,综合,2003/7/8 0:00:00,860.65,880.05,855.82,873.25,0.3,2.42,1.27,0.7,97.14,3.32,8.63,2.74,317.28,8.58,0.21
4034,4034,801230,综合,2003/7/9 0:00:00,871.59,882.19,860.39,869.7,0.29,2.31,-0.41,0.66,96.74,3.31,8.62,3.11,315.95,8.54,0.21
4033,4033,801230,综合,2003/7/10 0:00:00,865.45,888.35,857.6,882.32,0.45,3.83,1.45,1.05,98.18,3.36,8.75,2.39,320.68,8.67,0.17
4032,4032,801230,综合,2003/7/11 0:00:00,878.96,890.71,868.82,879.28,0.29,2.24,-0.35,0.67,97.83,3.35,8.73,1.97,319.54,8.64,0.17
4031,4031,801230,综合,2003/7/14 0:00:00,876.14,886.23,864.85,874.89,0.23,1.9,-0.5,0.53,97.33,3.33,8.69,2.21,317.89,8.59,0.17
4030,4030,801230,综合,2003/7/15 0:00:00,872.05,887.55,861.83,877.96,0.35,2.91,0.35,0.8,97.68,3.34,8.71,2.98,319.04,8.62,0.17
4029,4029,801230,综合,2003/7/16 0:00:00,876.84,890.41,868.33,883.67,0.29,2.51,0.65,0.68,98.34,3.36,8.76,2.75,321.18,8.68,0.17
4028,4028,801230,综合,2003/7/17 0:00:00,881.51,896.36,872.88,885.85,0.41,3.15,0.25,0.94,98.59,3.37,8.77,1.97,322.0,8.7,0.14
4027,4027,801230,综合,2003/7/18 0:00:00,898.35,911.02,871.9,878.83,0.48,4.11,-0.79,1.08,99.58,3.41,8.74,2.86,325.24,8.56,0.14
4026,4026,801230,综合,2003/7/21 0:00:00,872.68,881.7,851.04,864.91,0.43,3.19,-1.58,0.98,97.98,3.35,8.6,2.59,320.01,8.42,0.14
4025,4025,801230,综合,2003/7/22 0:00:00,866.42,882.23,853.74,868.72,0.35,2.68,0.44,0.78,97.92,3.35,8.57,2.47,319.81,8.42,0.15
4024,4024,801230,综合,2003/7/23 0:00:00,868.49,881.52,858.62,873.26,0.34,2.65,0.52,0.75,98.93,3.38,8.63,3.08,323.11,8.5,0.15
4023,4023,801230,综合,2003/7/24 0:00:00,872.36,877.19,856.04,863.95,0.21,1.71,-1.07,0.48,97.86,3.35,8.52,2.17,319.62,8.41,0.15
4022,4022,801230,综合,2003/7/25 0:00:00,860.72,874.0,843.98,855.4,0.32,2.24,-0.99,0.72,96.88,3.31,8.44,1.77,316.42,8.33,0.15
4021,4021,801230,综合,2003/7/28 0:00:00,852.29,863.44,840.15,851.63,0.23,1.62,-0.44,0.53,96.45,3.3,8.4,2.22,315.01,8.29,0.16
4020,4020,801230,综合,2003/7/29 0:00:00,850.2,862.69,841.21,854.65,0.22,1.57,0.35,0.5,96.79,3.31,8.43,2.41,316.14,8.32,0.15
4019,4019,801230,综合,2003/7/30 0:00:00,854.43,865.23,842.2,852.86,0.22,1.6,-0.21,0.48,96.59,3.3,8.4,2.3,315.47,8.3,0.16
4018,4018,801230,综合,2003/7/31 0:00:00,852.2,862.56,842.17,851.88,0.21,1.51,-0.11,0.47,96.48,3.3,8.38,2.15,315.1,8.29,0.16
4017,4017,801230,综合,2003/8/1 0:00:00,849.61,862.84,835.87,857.88,0.25,1.72,0.7,0.57,97.17,3.32,8.42,2.12,317.35,8.35,0.15
4016,4016,801230,综合,2003/8/4 0:00:00,853.34,874.26,843.42,869.67,0.41,2.83,1.37,0.93,98.52,3.37,8.53,2.87,321.76,8.47,0.15
4015,4015,801230,综合,2003/8/5 0:00:00,868.15,883.36,858.92,874.4,0.5,3.43,0.54,1.13,99.06,3.39,8.58,4.42,323.53,8.51,0.15
4014,4014,801230,综合,2003/8/6 0:00:00,873.76,887.11,862.39,873.77,0.46,3.39,-0.07,1.03,98.99,3.39,8.61,4.39,323.3,8.51,0.15
4013,4013,801230,综合,2003/8/7 0:00:00,870.83,886.11,863.36,874.59,0.35,2.54,0.09,0.78,99.08,3.39,8.59,3.51,323.6,8.52,0.15
4012,4012,801230,综合,2003/8/8 0:00:00,873.16,887.2,858.68,871.18,0.52,3.97,-0.39,1.16,98.69,3.38,8.56,4.63,322.33,8.48,0.15
4011,4011,801230,综合,2003/8/11 0:00:00,868.88,880.03,857.69,873.27,0.25,1.96,0.24,0.57,98.93,3.38,8.58,3.46,323.11,8.5,0.15
4010,4010,801230,综合,2003/8/12 0:00:00,873.14,885.72,866.01,876.1,0.27,2.14,0.32,0.6,99.22,3.39,8.6,3.85,324.05,8.53,0.19
4009,4009,801230,综合,2003/8/13 0:00:00,873.72,883.19,857.3,864.58,0.3,2.35,-1.31,0.67,97.9,3.35,8.5,3.77,319.74,8.41,0.19
4008,4008,801230,综合,2003/8/14 0:00:00,862.21,880.44,852.21,862.7,0.32,2.46,-0.22,0.72,97.49,3.33,8.43,2.75,318.4,8.38,0.2
4007,4007,801230,综合,2003/8/15 0:00:00,858.9,872.2,850.46,861.63,0.22,1.71,-0.12,0.49,97.55,3.34,8.41,2.16,318.61,8.38,0.2
4006,4006,801230,综合,2003/8/18 0:00:00,862.37,869.36,848.23,856.66,0.19,1.52,-0.58,0.43,96.98,3.32,8.38,2.8,316.76,8.34,0.2
4005,4005,801230,综合,2003/8/19 0:00:00,855.48,868.41,848.99,861.11,0.16,1.25,0.52,0.36,97.49,3.34,8.41,2.24,318.42,8.38,0.2
4004,4004,801230,综合,2003/8/20 0:00:00,858.48,867.53,841.88,859.36,0.21,1.63,-0.2,0.48,97.29,3.33,8.38,2.64,317.77,8.36,0.2
4003,4003,801230,综合,2003/8/21 0:00:00,854.22,865.76,844.18,857.72,0.17,1.23,-0.19,0.38,97.1,3.32,8.35,1.95,317.15,8.35,0.14
4002,4002,801230,综合,2003/8/22 0:00:00,854.33,868.39,848.01,858.83,0.27,2.02,0.13,0.6,97.23,3.33,8.35,3.08,317.57,8.36,0.14
4001,4001,801230,综合,2003/8/25 0:00:00,853.35,863.12,835.4,848.23,0.32,2.55,-1.23,0.71,96.02,3.28,8.24,3.74,313.6,8.25,0.15
4000,4000,801230,综合,2003/8/26 0:00:00,843.91,864.9,836.79,857.16,0.42,3.28,1.05,0.93,97.04,3.32,8.28,5.43,316.94,8.34,0.14
3999,3999,801230,综合,2003/8/27 0:00:00,856.55,866.89,844.01,854.05,0.31,2.53,-0.36,0.69,96.68,3.31,8.25,4.55,315.78,8.31,0.15
3998,3998,801230,综合,2003/8/28 0:00:00,850.16,860.56,835.64,842.23,0.28,2.21,-1.38,0.62,95.33,3.26,8.16,3.54,311.35,8.19,0.15
3997,3997,801230,综合,2003/8/29 0:00:00,837.23,856.06,825.64,849.8,0.34,2.54,0.9,0.77,96.2,3.29,8.21,3.67,314.19,8.27,0.15
3996,3996,801230,综合,2003/9/1 0:00:00,849.07,870.21,840.87,864.61,0.44,3.59,1.74,0.98,70.59,3.35,8.35,3.45,319.73,8.41,0.14
3995,3995,801230,综合,2003/9/2 0:00:00,863.28,876.64,850.05,861.41,0.38,3.06,-0.37,0.85,70.32,3.34,8.34,2.62,318.53,8.38,0.14
3994,3994,801230,综合,2003/9/3 0:00:00,856.47,881.21,847.57,872.42,0.57,4.42,1.28,1.29,71.23,3.38,8.4,4.81,322.65,8.49,0.14
3993,3993,801230,综合,2003/9/4 0:00:00,869.75,888.91,861.89,873.71,0.53,4.07,0.15,1.2,71.34,3.38,8.4,4.63,323.13,8.5,0.14
3992,3992,801230,综合,2003/9/5 0:00:00,869.22,883.38,851.36,868.63,0.6,4.46,-0.58,1.35,70.92,3.36,8.29,4.63,321.23,8.45,0.14
3991,3991,801230,综合,2003/9/8 0:00:00,868.17,881.26,850.92,865.2,0.54,4.02,-0.39,1.19,71.48,3.39,8.28,5.48,323.76,8.3,0.14
