,Unnamed: 0,指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
3990,3990,801230,综合,2003/9/9 0:00:00,862.52,877.17,851.07,865.07,0.46,3.51,-0.02,1.02,71.47,3.39,8.28,4.97,323.71,8.3,0.14
3989,3989,801230,综合,2003/9/10 0:00:00,864.61,875.76,853.94,863.82,0.45,3.61,-0.15,1.0,71.36,3.39,8.29,6.01,323.24,8.29,0.14
3988,3988,801230,综合,2003/9/11 0:00:00,862.45,874.15,851.36,860.16,0.42,3.25,-0.42,0.93,71.06,3.37,8.26,6.01,321.87,8.25,0.14
3987,3987,801230,综合,2003/9/12 0:00:00,858.88,864.46,840.46,848.49,0.32,2.3,-1.36,0.71,70.1,3.33,8.13,2.39,317.5,8.14,0.14
3986,3986,801230,综合,2003/9/15 0:00:00,845.78,857.13,829.8,838.33,0.29,2.18,-1.2,0.63,69.26,3.29,8.04,2.97,313.7,8.04,0.14
3985,3985,801230,综合,2003/9/16 0:00:00,836.21,852.8,823.19,844.03,0.34,2.42,0.68,0.76,69.73,3.31,8.12,3.31,315.84,8.1,0.14
3984,3984,801230,综合,2003/9/17 0:00:00,842.3,854.6,827.9,839.1,0.33,2.29,-0.58,0.73,69.32,3.29,8.04,3.35,313.99,8.05,0.14
3983,3983,801230,综合,2003/9/18 0:00:00,835.37,842.65,833.4,836.56,0.21,1.59,-0.3,0.46,69.11,3.28,8.01,2.51,313.04,8.03,0.14
3982,3982,801230,综合,2003/9/19 0:00:00,835.93,839.58,828.57,834.87,0.26,1.89,-0.2,0.58,68.97,3.27,8.01,3.16,312.42,8.01,0.14
3981,3981,801230,综合,2003/9/22 0:00:00,835.36,850.65,825.58,839.35,0.28,2.14,0.54,0.62,69.34,3.29,8.04,3.84,314.11,8.05,0.14
3980,3980,801230,综合,2003/9/23 0:00:00,837.46,852.55,829.84,846.88,0.28,2.13,0.9,0.63,69.97,3.32,8.09,3.32,316.92,8.13,0.14
3979,3979,801230,综合,2003/9/24 0:00:00,847.09,851.28,846.28,850.87,0.26,2.06,0.47,0.58,70.3,3.34,8.14,3.16,318.43,8.16,0.14
3978,3978,801230,综合,2003/9/25 0:00:00,848.88,850.87,839.41,840.19,0.27,2.14,-1.26,0.59,69.4,3.29,8.12,3.71,314.36,8.06,0.14
3977,3977,801230,综合,2003/9/26 0:00:00,837.26,849.06,831.07,831.71,0.32,2.44,-1.01,0.71,68.7,3.26,7.99,4.38,311.19,7.98,0.14
3976,3976,801230,综合,2003/9/29 0:00:00,828.65,837.26,815.73,816.38,0.26,1.91,-1.84,0.57,67.44,3.2,7.83,3.37,305.45,7.83,0.14
3975,3975,801230,综合,2003/9/30 0:00:00,815.11,828.65,809.47,823.13,0.29,2.06,0.83,0.65,67.99,3.23,7.87,3.05,307.98,7.9,0.14
3974,3974,801230,综合,2003/10/8 0:00:00,822.39,832.3,815.1,831.47,0.25,1.92,1.01,0.56,68.68,3.26,7.93,4.0,311.1,7.98,0.14
3973,3973,801230,综合,2003/10/9 0:00:00,829.28,835.34,822.39,826.57,0.24,1.88,-0.59,0.53,68.28,3.24,7.92,3.59,309.27,7.93,0.14
3972,3972,801230,综合,2003/10/10 0:00:00,824.08,847.7,823.83,847.7,0.45,3.31,2.56,0.99,70.02,3.32,8.07,2.88,317.17,8.13,0.14
3971,3971,801230,综合,2003/10/13 0:00:00,848.2,851.94,824.08,842.93,0.34,2.62,-0.56,0.76,69.63,3.3,8.03,3.03,315.39,8.09,0.14
3970,3970,801230,综合,2003/10/14 0:00:00,841.65,848.2,834.43,836.11,0.29,2.16,-0.81,0.63,69.07,3.28,7.97,3.34,312.84,8.02,0.14
3969,3969,801230,综合,2003/10/15 0:00:00,835.3,844.02,829.05,829.68,0.3,2.33,-0.77,0.67,68.54,3.25,7.93,3.32,310.43,7.96,0.14
3968,3968,801230,综合,2003/10/16 0:00:00,826.67,835.3,812.83,815.17,0.25,1.92,-1.75,0.55,67.34,3.19,7.79,2.92,305.0,7.82,0.14
3967,3967,801230,综合,2003/10/17 0:00:00,814.65,826.67,813.13,815.19,0.18,1.35,0.0,0.4,67.34,3.18,7.79,2.44,305.01,7.82,0.14
3966,3966,801230,综合,2003/10/20 0:00:00,812.49,815.42,803.95,807.22,0.26,1.84,-0.98,0.57,66.68,3.16,7.71,3.44,302.03,7.74,0.14
3965,3965,801230,综合,2003/10/21 0:00:00,806.38,812.49,796.28,804.89,0.24,1.63,-0.29,0.52,66.49,3.15,7.67,2.47,301.16,7.72,0.14
3964,3964,801230,综合,2003/10/22 0:00:00,803.87,818.82,799.25,818.46,0.49,3.2,1.69,1.09,67.61,3.2,7.73,2.25,306.24,7.85,0.14
3963,3963,801230,综合,2003/10/23 0:00:00,817.9,821.97,807.23,807.61,0.36,2.44,-1.33,0.8,66.71,3.16,7.59,2.45,302.18,7.75,0.14
3962,3962,801230,综合,2003/10/24 0:00:00,804.69,808.8,789.26,790.26,0.4,2.39,-2.15,0.88,65.28,3.09,7.41,2.7,295.67,7.58,0.16
3961,3961,801230,综合,2003/10/27 0:00:00,787.39,792.78,767.91,771.56,0.34,2.09,-2.37,0.75,63.73,3.01,7.2,2.43,288.67,7.4,0.16
3960,3960,801230,综合,2003/10/28 0:00:00,766.86,775.25,753.33,761.44,0.33,2.39,-1.31,0.73,62.89,2.97,7.03,2.46,284.88,7.3,0.16
3959,3959,801230,综合,2003/10/29 0:00:00,762.54,765.6,733.55,746.89,0.58,3.77,-1.91,1.27,61.69,2.91,6.88,2.9,279.44,7.17,0.16
3958,3958,801230,综合,2003/10/30 0:00:00,741.79,756.21,727.51,732.89,0.39,2.41,-1.87,0.87,60.54,2.85,6.78,2.93,274.2,7.03,0.17
3957,3957,801230,综合,2003/10/31 0:00:00,731.58,751.04,729.14,740.54,0.41,2.53,1.04,0.91,61.17,2.87,6.84,2.93,277.06,7.1,0.17
3956,3956,801230,综合,2003/11/3 0:00:00,737.24,748.98,734.27,747.67,0.37,2.28,0.96,0.81,61.6,2.89,6.85,2.59,280.63,7.2,0.16
3955,3955,801230,综合,2003/11/4 0:00:00,748.59,765.35,745.23,757.64,0.61,3.67,1.33,1.35,62.42,2.93,6.94,1.7,284.37,7.29,0.16
3954,3954,801230,综合,2003/11/5 0:00:00,757.24,758.33,740.66,742.05,0.41,2.51,-2.06,0.91,61.14,2.87,6.81,1.92,278.52,7.14,0.17
3953,3953,801230,综合,2003/11/6 0:00:00,740.12,746.4,704.6,707.05,0.46,2.79,-4.72,1.02,58.25,2.74,6.48,1.84,265.38,6.8,0.17
3952,3952,801230,综合,2003/11/7 0:00:00,699.7,708.79,689.23,705.61,0.49,2.79,-0.2,1.08,58.14,2.73,6.43,2.13,264.84,6.79,0.18
3951,3951,801230,综合,2003/11/10 0:00:00,700.53,704.02,689.38,702.1,0.26,1.51,-0.5,0.58,57.85,2.72,6.37,2.0,263.52,6.76,0.18
3950,3950,801230,综合,2003/11/11 0:00:00,702.75,703.61,695.31,703.51,0.27,1.53,0.2,0.59,57.96,2.72,6.41,1.82,264.05,6.77,0.18
3949,3949,801230,综合,2003/11/12 0:00:00,700.41,703.78,690.65,690.74,0.28,1.57,-1.82,0.61,56.91,2.67,6.28,1.88,259.25,6.65,0.18
3948,3948,801230,综合,2003/11/13 0:00:00,686.2,697.39,682.14,694.8,0.34,1.97,0.59,0.75,51.71,2.43,6.35,2.5,260.78,6.69,0.18
3947,3947,801230,综合,2003/11/14 0:00:00,694.73,703.12,691.39,703.02,0.31,1.87,1.18,0.69,52.3,2.64,6.43,2.6,263.86,6.77,0.18
3946,3946,801230,综合,2003/11/17 0:00:00,701.93,702.48,695.9,697.94,0.23,1.38,-0.72,0.51,51.88,2.62,6.4,2.38,261.96,6.72,0.18
3945,3945,801230,综合,2003/11/18 0:00:00,696.72,701.57,690.29,693.22,0.25,1.42,-0.68,0.56,51.56,2.6,6.33,1.24,260.19,6.67,0.18
3944,3944,801230,综合,2003/11/19 0:00:00,692.18,713.85,691.11,711.5,0.45,2.54,2.64,0.99,52.87,2.67,6.51,2.64,267.05,6.85,0.18
3943,3943,801230,综合,2003/11/20 0:00:00,710.76,749.15,705.08,749.11,0.89,5.38,5.29,1.97,55.6,2.81,6.9,2.83,281.16,7.21,0.17
3942,3942,801230,综合,2003/11/21 0:00:00,752.76,760.4,734.38,737.96,0.97,6.07,-1.49,2.14,54.67,2.77,6.8,3.17,276.98,7.1,0.17
3941,3941,801230,综合,2003/11/24 0:00:00,733.97,758.28,732.13,758.27,0.66,4.02,2.75,1.45,56.17,2.85,6.98,2.25,284.6,7.3,0.17
3940,3940,801230,综合,2003/11/25 0:00:00,759.47,777.62,755.65,767.06,0.94,6.06,1.16,2.06,56.87,2.88,7.09,2.36,287.9,7.38,0.17
3939,3939,801230,综合,2003/11/26 0:00:00,765.8,770.62,759.37,767.06,0.83,5.52,0.0,1.82,56.89,2.88,7.09,3.14,287.9,7.38,0.17
3938,3938,801230,综合,2003/11/27 0:00:00,764.79,769.9,749.45,750.06,0.69,4.61,-2.22,1.52,55.66,2.82,6.94,3.03,281.52,7.22,0.17
3937,3937,801230,综合,2003/11/28 0:00:00,746.49,756.9,745.55,754.01,0.52,3.34,0.53,1.15,56.01,2.83,6.95,2.75,283.0,7.26,0.17
3936,3936,801230,综合,2003/12/1 0:00:00,752.18,770.93,749.14,770.77,0.75,4.7,2.22,1.64,57.18,2.9,7.11,2.63,289.31,7.42,0.1
3935,3935,801230,综合,2003/12/2 0:00:00,770.77,777.7,768.62,770.67,0.94,5.72,-0.01,2.07,57.05,2.9,7.11,2.99,289.27,7.42,0.11
3934,3934,801230,综合,2003/12/3 0:00:00,768.74,769.62,758.75,765.86,0.64,4.01,-0.62,1.4,56.75,2.88,7.08,1.92,287.47,7.37,0.11
3933,3933,801230,综合,2003/12/4 0:00:00,764.8,768.74,761.59,768.18,0.61,3.96,0.3,1.35,56.84,2.89,7.09,2.08,288.34,7.39,0.11
3932,3932,801230,综合,2003/12/5 0:00:00,769.37,773.45,764.67,769.88,0.46,2.96,0.22,1.01,56.97,2.89,7.11,1.87,288.98,7.41,0.11
3931,3931,801230,综合,2003/12/8 0:00:00,770.72,772.18,759.42,762.14,0.34,2.05,-1.01,0.74,56.36,2.86,7.01,1.52,286.07,7.34,0.11
3930,3930,801230,综合,2003/12/9 0:00:00,760.47,763.45,755.32,763.04,0.33,1.95,0.12,0.72,56.43,2.87,7.02,1.74,286.41,7.34,0.11
3929,3929,801230,综合,2003/12/10 0:00:00,763.74,773.35,761.26,773.25,0.66,4.05,1.34,1.44,57.19,2.91,7.12,2.11,290.25,7.44,0.1
3928,3928,801230,综合,2003/12/11 0:00:00,774.37,780.14,770.72,777.75,0.83,5.57,0.58,1.83,57.63,2.92,7.16,2.94,291.94,7.49,0.1
3927,3927,801230,综合,2003/12/12 0:00:00,777.08,778.48,769.04,774.75,0.47,3.04,-0.39,1.03,57.41,2.91,7.14,2.05,290.81,7.46,0.1
3926,3926,801230,综合,2003/12/15 0:00:00,775.63,777.22,771.92,774.04,0.43,2.82,-0.09,0.95,57.39,2.91,7.14,2.35,290.54,7.45,0.1
3925,3925,801230,综合,2003/12/16 0:00:00,773.05,778.39,761.13,776.57,0.68,4.4,0.33,1.5,57.64,2.92,7.09,2.79,291.49,7.47,0.1
3924,3924,801230,综合,2003/12/17 0:00:00,773.94,779.62,767.49,768.04,0.61,4.07,-1.1,1.34,57.04,2.89,7.04,2.35,288.29,7.39,0.11
3923,3923,801230,综合,2003/12/18 0:00:00,764.73,768.41,750.12,757.73,0.52,3.24,-1.34,1.14,56.29,2.85,6.89,2.13,284.42,7.29,0.11
3922,3922,801230,综合,2003/12/19 0:00:00,756.04,758.52,714.94,722.35,0.78,4.76,-4.67,1.72,53.75,2.71,6.52,1.92,271.14,6.95,0.11
3921,3921,801230,综合,2003/12/22 0:00:00,716.05,741.7,700.63,741.22,0.87,5.15,2.61,1.91,55.21,2.79,6.67,1.82,278.23,7.13,0.11
3920,3920,801230,综合,2003/12/23 0:00:00,740.91,741.41,730.87,738.83,0.61,3.71,-0.32,1.35,55.0,2.78,6.67,1.53,277.33,7.11,0.11
3919,3919,801230,综合,2003/12/24 0:00:00,738.23,747.16,737.36,746.73,0.61,3.68,1.07,1.35,55.66,2.81,6.69,1.66,280.3,7.19,0.11
3918,3918,801230,综合,2003/12/25 0:00:00,747.93,748.47,735.61,738.11,0.44,2.68,-1.15,0.97,54.94,2.78,6.65,1.24,277.06,7.1,0.11
3917,3917,801230,综合,2003/12/26 0:00:00,736.75,739.28,733.2,738.36,0.39,2.35,0.03,0.85,54.92,2.78,6.7,1.38,277.15,7.11,0.11
3916,3916,801230,综合,2003/12/29 0:00:00,738.18,742.59,733.6,736.4,0.43,2.65,-0.27,0.95,54.87,2.77,6.64,1.75,276.42,7.09,0.11
3915,3915,801230,综合,2003/12/30 0:00:00,739.3,742.94,734.3,739.42,0.44,2.73,0.41,0.97,55.15,2.78,6.65,1.7,277.55,7.12,0.11
3914,3914,801230,综合,2003/12/31 0:00:00,741.81,744.17,731.5,733.27,0.35,2.18,-0.83,0.78,54.68,2.76,6.6,1.4,275.24,7.06,0.11
3913,3913,801230,综合,2004/1/2 0:00:00,732.03,739.03,730.43,738.35,0.32,1.96,0.69,0.71,55.09,2.78,6.63,1.2,277.15,7.11,0.11
3912,3912,801230,综合,2004/1/5 0:00:00,737.16,743.35,734.79,743.35,0.72,4.37,0.68,1.58,55.48,2.8,6.64,1.5,279.03,7.15,0.11
3911,3911,801230,综合,2004/1/6 0:00:00,743.71,746.77,736.38,744.32,0.83,5.11,0.13,1.83,55.61,2.8,6.64,1.59,279.39,7.16,0.11
3910,3910,801230,综合,2004/1/7 0:00:00,747.04,752.45,743.74,752.34,0.77,4.92,1.08,1.7,56.22,2.83,6.71,1.55,282.4,7.24,0.11
3909,3909,801230,综合,2004/1/8 0:00:00,753.98,774.38,751.92,774.21,0.91,6.08,2.91,2.0,57.88,2.91,6.91,2.01,290.61,7.45,0.1
3908,3908,801230,综合,2004/1/9 0:00:00,778.84,787.41,769.89,772.43,1.18,8.13,-0.23,2.6,57.68,2.91,6.92,2.37,289.94,7.43,0.1
3907,3907,801230,综合,2004/1/12 0:00:00,772.7,783.02,771.79,783.02,0.74,4.89,1.37,1.62,58.58,2.95,6.96,1.95,293.92,7.54,0.1
3906,3906,801230,综合,2004/1/13 0:00:00,785.73,800.35,778.73,798.45,0.85,5.81,1.97,1.87,59.7,3.0,7.13,2.04,299.71,7.68,0.1
3905,3905,801230,综合,2004/1/14 0:00:00,800.37,800.54,786.51,792.02,0.68,4.63,-0.81,1.49,59.13,2.98,7.1,2.08,297.3,7.62,0.1
3904,3904,801230,综合,2004/1/15 0:00:00,790.98,797.43,783.7,784.38,0.63,4.23,-0.97,1.4,58.5,2.95,7.04,1.99,294.43,7.55,0.1
3903,3903,801230,综合,2004/1/16 0:00:00,785.61,796.67,782.73,793.97,0.7,4.6,1.22,1.55,59.17,2.98,7.13,1.93,298.03,7.64,0.1
3902,3902,801230,综合,2004/1/29 0:00:00,798.5,821.57,798.08,821.4,0.68,4.64,3.45,1.51,61.2,3.09,7.42,2.09,308.32,7.91,0.1
3901,3901,801230,综合,2004/1/30 0:00:00,824.33,829.29,810.49,811.35,0.91,6.34,-1.22,2.01,60.49,3.05,7.36,1.99,304.55,7.81,0.1
3900,3900,801230,综合,2004/2/2 0:00:00,820.09,833.45,808.0,830.32,0.93,6.21,2.34,2.05,61.85,3.12,7.54,1.55,311.67,7.99,0.1
3899,3899,801230,综合,2004/2/3 0:00:00,830.56,841.16,823.77,840.64,0.84,5.94,1.24,1.85,62.63,3.16,7.66,1.85,315.54,8.09,0.1
3898,3898,801230,综合,2004/2/4 0:00:00,843.98,860.62,841.64,860.58,1.03,7.34,2.37,2.27,64.12,3.24,7.86,1.81,323.03,8.28,0.09
3897,3897,801230,综合,2004/2/5 0:00:00,864.06,874.47,861.23,874.4,1.42,9.74,1.61,3.12,65.02,3.29,7.96,2.42,328.22,8.42,0.09
3896,3896,801230,综合,2004/2/6 0:00:00,871.64,873.2,858.08,858.3,1.09,7.52,-1.84,2.41,63.83,3.23,7.8,1.82,322.17,8.26,0.09
3895,3895,801230,综合,2004/2/9 0:00:00,855.91,871.59,854.74,871.48,0.9,6.22,1.54,1.98,64.86,3.28,7.94,1.85,327.12,8.39,0.09
3894,3894,801230,综合,2004/2/10 0:00:00,875.24,876.27,864.93,868.43,0.99,6.93,-0.35,2.17,64.59,3.26,7.96,1.87,325.98,8.36,0.09
3893,3893,801230,综合,2004/2/11 0:00:00,870.06,871.84,859.18,870.42,0.95,6.64,0.23,2.09,64.79,3.27,7.97,2.01,326.72,8.38,0.09
3892,3892,801230,综合,2004/2/12 0:00:00,871.53,882.89,871.33,880.05,1.26,8.79,1.11,2.78,65.33,3.3,8.09,2.58,330.34,8.47,0.09
3891,3891,801230,综合,2004/2/13 0:00:00,880.48,881.75,863.63,864.35,0.93,6.45,-1.78,2.05,64.17,3.27,7.96,2.19,324.44,8.32,0.09
3890,3890,801230,综合,2004/2/16 0:00:00,867.02,889.9,865.73,889.9,0.92,6.78,2.96,2.03,66.12,3.37,8.2,2.29,334.04,8.56,0.09
3889,3889,801230,综合,2004/2/17 0:00:00,893.48,903.0,888.61,899.33,1.34,10.14,1.06,2.94,66.85,3.41,8.31,2.6,337.57,8.66,0.09
3888,3888,801230,综合,2004/2/18 0:00:00,900.04,906.33,895.64,906.14,1.15,8.46,0.76,2.52,67.35,3.44,8.38,2.1,340.13,8.72,0.09
3887,3887,801230,综合,2004/2/19 0:00:00,908.05,910.29,901.9,907.99,1.04,7.82,0.2,2.29,67.46,3.44,8.41,2.1,340.82,8.74,0.09
3886,3886,801230,综合,2004/2/20 0:00:00,909.99,914.1,902.48,913.85,0.86,6.37,0.65,1.89,67.95,3.46,8.47,1.95,343.02,8.8,0.09
3885,3885,801230,综合,2004/2/23 0:00:00,917.93,920.65,893.49,893.57,0.9,7.07,-2.22,1.99,66.36,3.38,8.34,1.86,335.41,8.6,0.09
3884,3884,801230,综合,2004/2/24 0:00:00,890.64,890.86,862.55,880.51,0.89,6.58,-1.46,1.96,65.48,3.33,8.21,1.93,330.51,8.47,0.09
3883,3883,801230,综合,2004/2/25 0:00:00,884.18,895.21,864.56,866.33,0.92,6.98,-1.61,2.02,64.45,3.28,8.02,2.21,325.19,8.34,0.09
3882,3882,801230,综合,2004/2/26 0:00:00,863.42,865.82,847.02,854.04,0.91,6.7,-1.42,1.99,63.52,3.23,7.87,2.3,320.58,8.22,0.09
3881,3881,801230,综合,2004/2/27 0:00:00,854.94,865.07,853.29,864.52,0.56,4.07,1.23,1.22,64.32,3.28,7.96,1.56,324.51,8.32,0.09
3880,3880,801230,综合,2004/3/1 0:00:00,863.53,873.3,856.35,873.14,0.6,4.52,1.0,1.32,64.91,3.31,8.04,1.61,327.74,8.4,0.09
3879,3879,801230,综合,2004/3/2 0:00:00,873.2,878.05,868.25,873.64,0.56,4.09,0.06,1.24,64.94,3.31,8.02,1.44,327.93,8.41,0.09
3878,3878,801230,综合,2004/3/3 0:00:00,873.69,873.69,848.62,852.21,0.53,3.95,-2.45,1.18,63.33,3.22,7.85,1.57,319.89,8.2,0.09
3877,3877,801230,综合,2004/3/4 0:00:00,849.52,860.13,841.18,858.37,0.44,3.17,0.72,0.97,63.84,3.25,7.9,1.35,322.2,8.26,0.09
3876,3876,801230,综合,2004/3/5 0:00:00,858.82,862.84,853.68,854.33,0.41,3.02,-0.47,0.9,63.54,3.23,7.87,1.39,320.68,8.22,0.09
3875,3875,801230,综合,2004/3/8 0:00:00,852.43,854.35,832.91,834.37,0.45,3.13,-2.34,0.99,62.13,3.16,7.67,1.55,313.19,8.03,0.1
3874,3874,801230,综合,2004/3/9 0:00:00,832.16,839.82,825.78,826.68,0.43,3.08,-0.92,0.95,61.6,3.13,7.57,1.59,310.3,7.96,0.1
3873,3873,801230,综合,2004/3/10 0:00:00,827.66,844.65,826.71,844.5,0.38,2.64,2.16,0.83,62.78,3.19,7.75,1.33,316.99,8.13,0.1
3872,3872,801230,综合,2004/3/11 0:00:00,845.62,854.43,841.39,853.47,0.57,4.24,1.06,1.25,63.42,3.23,7.84,1.66,320.36,8.21,0.09
3871,3871,801230,综合,2004/3/12 0:00:00,854.5,854.5,844.92,847.48,0.42,3.03,-0.7,0.92,63.0,3.2,7.8,1.42,318.11,8.16,0.1
3870,3870,801230,综合,2004/3/15 0:00:00,845.1,865.93,845.02,865.19,0.65,4.64,2.09,1.43,64.32,3.27,7.94,1.38,324.76,8.33,0.09
3869,3869,801230,综合,2004/3/16 0:00:00,867.11,873.77,865.11,873.57,0.8,5.61,0.97,1.76,64.98,3.3,8.0,1.89,327.9,8.41,0.09
3868,3868,801230,综合,2004/3/17 0:00:00,873.64,876.67,866.39,872.77,0.69,5.0,-0.09,1.52,64.94,3.3,8.0,1.86,327.6,8.4,0.09
3867,3867,801230,综合,2004/3/18 0:00:00,873.02,875.24,856.52,857.77,0.67,4.86,-1.72,1.48,63.71,3.24,7.91,1.71,321.97,8.26,0.09
3866,3866,801230,综合,2004/3/19 0:00:00,857.56,872.51,856.15,872.41,0.57,4.19,1.71,1.26,64.79,3.33,8.05,1.74,327.47,8.4,0.09
3865,3865,801230,综合,2004/3/22 0:00:00,872.07,879.64,867.12,879.57,0.6,4.6,0.82,1.32,65.25,3.36,8.12,1.85,330.16,8.47,0.09
3864,3864,801230,综合,2004/3/23 0:00:00,879.0,879.81,869.97,877.5,0.72,5.45,-0.23,1.59,64.83,3.35,8.11,2.2,329.38,8.45,0.09
3863,3863,801230,综合,2004/3/24 0:00:00,878.01,883.42,869.68,875.97,0.64,4.8,-0.17,1.41,64.78,3.34,8.09,1.97,328.81,8.43,0.09
3862,3862,801230,综合,2004/3/25 0:00:00,875.91,880.07,867.85,874.97,0.54,4.07,-0.11,1.2,64.67,3.34,8.09,1.87,328.43,8.42,0.09
3861,3861,801230,综合,2004/3/26 0:00:00,875.28,878.52,869.53,875.29,0.66,4.81,0.04,1.44,64.76,3.33,8.13,2.05,328.55,8.42,0.09
3860,3860,801230,综合,2004/3/29 0:00:00,874.82,876.99,867.68,868.27,0.43,3.35,-0.8,0.95,64.23,3.31,8.08,1.44,325.92,8.36,0.09
3859,3859,801230,综合,2004/3/30 0:00:00,867.94,876.02,864.85,875.98,0.58,4.79,0.89,1.28,64.78,3.33,8.2,2.41,328.81,8.43,0.09
3858,3858,801230,综合,2004/3/31 0:00:00,877.05,889.45,867.93,889.35,0.81,6.58,1.53,1.78,65.79,3.38,8.35,2.76,333.83,8.56,0.09
3857,3857,801230,综合,2004/4/1 0:00:00,889.32,894.71,888.2,893.77,0.82,6.31,0.5,1.8,65.99,3.4,8.35,2.4,335.49,8.6,0.09
3856,3856,801230,综合,2004/4/2 0:00:00,894.13,897.58,890.52,897.55,0.76,5.96,0.42,1.67,66.34,3.41,8.4,1.97,336.91,8.64,0.09
3855,3855,801230,综合,2004/4/5 0:00:00,898.08,907.08,894.71,907.08,0.89,7.29,1.06,1.95,67.05,3.45,8.55,2.15,340.49,8.73,0.09
3854,3854,801230,综合,2004/4/6 0:00:00,908.17,914.81,901.55,914.66,0.89,7.19,0.84,1.96,67.52,3.48,8.61,2.18,343.33,8.8,0.09
3853,3853,801230,综合,2004/4/7 0:00:00,914.87,915.47,902.93,905.8,0.77,6.17,-0.97,1.69,66.86,3.44,8.54,1.87,340.01,8.72,0.09
3852,3852,801230,综合,2004/4/8 0:00:00,904.81,906.67,899.16,900.42,0.64,5.3,-0.59,1.42,66.48,3.42,8.53,1.64,337.99,8.67,0.09
3851,3851,801230,综合,2004/4/9 0:00:00,898.89,900.86,869.06,871.88,0.72,5.86,-3.17,1.59,64.45,3.31,8.25,1.7,327.27,8.39,0.09
3850,3850,801230,综合,2004/4/12 0:00:00,867.98,878.15,863.2,876.52,0.49,3.89,0.53,1.07,64.86,3.33,8.29,1.52,329.01,8.44,0.09
3849,3849,801230,综合,2004/4/13 0:00:00,877.51,884.78,870.99,873.26,0.56,4.67,-0.37,1.23,64.56,3.32,8.24,1.74,327.79,8.4,0.09
3848,3848,801230,综合,2004/4/14 0:00:00,872.98,874.19,849.38,861.07,0.62,5.16,-1.4,1.37,63.65,3.27,8.13,1.92,323.22,8.29,0.09
3847,3847,801230,综合,2004/4/15 0:00:00,860.62,867.59,843.79,845.28,0.53,4.32,-1.83,1.17,62.47,3.21,7.99,2.09,317.29,8.14,0.09
3846,3846,801230,综合,2004/4/16 0:00:00,846.18,851.71,818.28,840.86,0.67,4.96,-0.52,1.48,62.38,3.19,7.94,2.18,315.63,8.09,0.1
3845,3845,801230,综合,2004/4/19 0:00:00,840.54,841.31,827.6,829.45,0.47,3.53,-1.36,1.05,61.56,3.14,7.82,1.89,311.35,7.98,0.1
3844,3844,801230,综合,2004/4/20 0:00:00,827.55,831.53,816.55,821.99,0.41,2.97,-0.9,0.9,61.18,3.12,7.72,1.69,308.55,7.91,0.1
3843,3843,801230,综合,2004/4/21 0:00:00,820.28,832.09,819.17,822.22,0.36,2.62,0.03,0.8,61.21,3.1,7.68,1.33,308.64,7.91,0.1
3842,3842,801230,综合,2004/4/22 0:00:00,821.68,828.87,820.43,828.5,0.28,2.13,0.76,0.62,61.7,3.12,7.73,1.32,310.99,7.97,0.1
3841,3841,801230,综合,2004/4/23 0:00:00,827.71,827.71,805.59,807.17,0.33,2.28,-2.57,0.74,60.17,3.03,7.54,1.46,302.99,7.77,0.1
3840,3840,801230,综合,2004/4/26 0:00:00,804.44,812.45,797.23,802.08,0.31,2.12,-0.63,0.68,59.88,2.98,7.48,1.6,301.08,7.72,0.1
3839,3839,801230,综合,2004/4/27 0:00:00,798.33,809.57,789.66,790.16,0.4,2.82,-1.49,0.9,59.1,2.89,7.43,1.71,294.26,7.74,0.1
3838,3838,801230,综合,2004/4/28 0:00:00,788.49,800.0,786.0,796.82,0.36,2.51,0.84,0.81,59.63,2.91,7.5,1.58,296.74,7.81,0.1
3837,3837,801230,综合,2004/4/29 0:00:00,794.87,797.33,780.09,780.69,0.29,2.03,-2.02,0.66,58.44,2.85,7.32,1.23,290.73,7.65,0.1
3836,3836,801230,综合,2004/4/30 0:00:00,782.02,786.98,771.14,780.88,0.26,1.76,0.02,0.58,58.41,2.85,7.35,1.13,290.8,7.65,0.1
3835,3835,801230,综合,2004/5/10 0:00:00,783.46,785.3,764.25,766.46,0.23,1.47,-1.85,0.52,56.93,2.79,7.2,1.52,285.43,7.51,0.1
3834,3834,801230,综合,2004/5/11 0:00:00,765.24,773.95,761.01,772.26,0.21,1.36,0.76,0.47,57.36,2.81,7.27,1.48,287.6,7.57,0.1
3833,3833,801230,综合,2004/5/12 0:00:00,772.01,789.26,768.44,788.82,0.36,2.58,2.15,0.81,58.58,2.87,7.45,1.98,293.76,7.73,0.1
3832,3832,801230,综合,2004/5/13 0:00:00,789.34,790.34,777.94,781.92,0.23,1.55,-0.87,0.52,58.07,2.85,7.39,1.41,291.2,7.66,0.1
3831,3831,801230,综合,2004/5/14 0:00:00,781.43,785.63,763.45,765.67,0.22,1.45,-2.08,0.5,56.85,2.79,7.24,1.29,285.14,7.5,0.1
3830,3830,801230,综合,2004/5/17 0:00:00,763.13,770.61,756.98,759.4,0.25,1.52,-0.82,0.56,56.31,2.76,7.21,1.61,282.81,7.44,0.11
3829,3829,801230,综合,2004/5/18 0:00:00,760.09,775.89,757.59,775.64,0.23,1.56,2.14,0.52,57.51,2.82,7.39,1.14,288.86,7.6,0.1
